time,type
2022-07-23 10:00:00,JAM
2022-07-23 13:00:00,JAM
2022-07-23 14:00:00,JAM
2022-07-23 15:00:00,JAM
2022-07-23 16:00:00,JAM
2022-07-23 16:00:00,WEATHERHAZARD
2022-07-23 17:00:00,JAM
2022-07-23 18:00:00,WEATHERHAZARD
2022-07-23 19:00:00,JAM
2022-07-23 19:00:00,WEATHERHAZARD
2022-07-23 20:00:00,JAM
2022-07-23 21:00:00,JAM
2022-07-24 11:00:00,JAM
2022-07-24 12:00:00,JAM
2022-07-24 15:00:00,JAM
2022-07-24 17:00:00,JAM
2022-07-24 18:00:00,JAM
2022-07-24 20:00:00,JAM
2022-07-24 21:00:00,JAM
2022-07-25 11:00:00,WEATHERHAZARD
2022-07-25 23:00:00,WEATHERHAZARD
2022-07-26 00:00:00,WEATHERHAZARD
2022-07-26 01:00:00,WEATHERHAZARD
2022-07-26 02:00:00,WEATHERHAZARD
2022-07-26 03:00:00,WEATHERHAZARD
2022-07-26 04:00:00,WEATHERHAZARD
2022-07-26 05:00:00,WEATHERHAZARD
2022-07-26 15:00:00,JAM
2022-07-27 06:00:00,JAM
2022-07-27 15:00:00,JAM
2022-07-27 18:00:00,JAM
2022-07-27 19:00:00,JAM
2022-07-28 19:00:00,JAM
2022-07-28 21:00:00,JAM
2022-07-29 13:00:00,JAM
2022-07-29 14:00:00,JAM
2022-07-29 15:00:00,JAM
2022-07-29 16:00:00,JAM
2022-07-29 17:00:00,JAM
2022-07-29 18:00:00,JAM
2022-07-29 19:00:00,JAM
2022-07-29 21:00:00,JAM
2022-07-29 22:00:00,JAM
2022-07-29 23:00:00,JAM
2022-07-30 10:00:00,JAM
2022-07-30 11:00:00,JAM
2022-07-30 12:00:00,JAM
2022-07-30 13:00:00,JAM
2022-07-30 15:00:00,JAM
2022-07-30 16:00:00,JAM
2022-07-30 18:00:00,JAM
2022-07-30 20:00:00,JAM
2022-07-30 22:00:00,JAM
2022-07-31 12:00:00,JAM
2022-07-31 13:00:00,JAM
2022-07-31 14:00:00,JAM
2022-07-31 15:00:00,JAM
2022-07-31 16:00:00,JAM
2022-07-31 17:00:00,JAM
2022-07-31 18:00:00,JAM
2022-07-31 19:00:00,JAM
2022-07-31 22:00:00,JAM
2022-07-31 23:00:00,JAM
2022-08-01 09:00:00,JAM
2022-08-01 11:00:00,JAM
2022-08-01 13:00:00,JAM
2022-08-01 14:00:00,JAM
2022-08-01 15:00:00,JAM
2022-08-01 15:00:00,WEATHERHAZARD
2022-08-01 17:00:00,JAM
2022-08-01 18:00:00,JAM
2022-08-01 19:00:00,JAM
2022-08-02 10:00:00,JAM
2022-08-02 11:00:00,JAM
2022-08-02 15:00:00,JAM
2022-08-02 18:00:00,JAM
2022-08-02 19:00:00,JAM
2022-08-02 20:00:00,JAM
2022-08-02 21:00:00,JAM
2022-08-03 10:00:00,JAM
2022-08-03 11:00:00,JAM
2022-08-03 15:00:00,WEATHERHAZARD
2022-08-03 16:00:00,JAM
2022-08-03 16:00:00,WEATHERHAZARD
2022-08-03 17:00:00,JAM
2022-08-03 18:00:00,JAM
2022-08-04 08:00:00,JAM
2022-08-04 10:00:00,JAM
2022-08-04 11:00:00,JAM
2022-08-04 12:00:00,JAM
2022-08-04 13:00:00,JAM
2022-08-04 14:00:00,JAM
2022-08-04 15:00:00,JAM
2022-08-04 16:00:00,JAM
2022-08-04 17:00:00,JAM
2022-08-04 21:00:00,JAM
2022-08-05 08:00:00,JAM
2022-08-05 09:00:00,JAM
2022-08-05 13:00:00,JAM
2022-08-05 14:00:00,JAM
2022-08-05 15:00:00,JAM
2022-08-05 16:00:00,JAM
2022-08-05 17:00:00,JAM
2022-08-05 18:00:00,JAM
2022-08-05 19:00:00,JAM
2022-08-05 20:00:00,JAM
2022-08-05 21:00:00,JAM
2022-08-05 22:00:00,JAM
2022-08-05 23:00:00,JAM
2022-08-06 10:00:00,JAM
2022-08-06 11:00:00,JAM
2022-08-06 12:00:00,JAM
2022-08-06 13:00:00,JAM
2022-08-06 14:00:00,JAM
2022-08-06 15:00:00,JAM
2022-08-06 16:00:00,JAM
2022-08-06 20:00:00,JAM
2022-08-06 21:00:00,JAM
2022-08-07 00:00:00,JAM
2022-08-07 01:00:00,JAM
2022-08-07 11:00:00,JAM
2022-08-07 13:00:00,JAM
2022-08-07 15:00:00,JAM
2022-08-07 16:00:00,JAM
2022-08-07 17:00:00,JAM
2022-08-07 17:00:00,WEATHERHAZARD
2022-08-07 18:00:00,JAM
2022-08-07 18:00:00,WEATHERHAZARD
2022-08-07 19:00:00,JAM
2022-08-07 20:00:00,JAM
2022-08-07 21:00:00,JAM
2022-08-08 16:00:00,JAM
2022-08-08 20:00:00,JAM
2022-08-09 07:00:00,JAM
2022-08-10 08:00:00,JAM
2022-08-10 09:00:00,JAM
2022-08-10 15:00:00,JAM
2022-08-10 18:00:00,JAM
2022-08-10 19:00:00,JAM
2022-08-10 20:00:00,JAM
2022-08-11 14:00:00,JAM
2022-08-11 15:00:00,JAM
2022-08-11 16:00:00,JAM
2022-08-11 20:00:00,JAM
2022-08-11 21:00:00,JAM
2022-08-11 22:00:00,JAM
2022-08-12 06:00:00,JAM
2022-08-12 14:00:00,JAM
2022-08-12 17:00:00,JAM
2022-08-12 18:00:00,JAM
2022-08-12 20:00:00,JAM
2022-08-12 21:00:00,JAM
2022-08-12 22:00:00,JAM
2022-08-13 11:00:00,JAM
2022-08-13 12:00:00,JAM
2022-08-13 13:00:00,JAM
2022-08-13 14:00:00,JAM
2022-08-13 15:00:00,JAM
2022-08-13 16:00:00,JAM
2022-08-13 17:00:00,JAM
2022-08-13 20:00:00,JAM
2022-08-13 21:00:00,JAM
2022-08-13 21:00:00,WEATHERHAZARD
2022-08-13 22:00:00,JAM
2022-08-13 22:00:00,WEATHERHAZARD
2022-08-14 09:00:00,JAM
2022-08-14 10:00:00,JAM
2022-08-14 11:00:00,JAM
2022-08-14 11:00:00,WEATHERHAZARD
2022-08-14 15:00:00,JAM
2022-08-14 17:00:00,JAM
2022-08-14 18:00:00,JAM
2022-08-14 18:00:00,WEATHERHAZARD
2022-08-14 19:00:00,JAM
2022-08-15 09:00:00,JAM
2022-08-15 10:00:00,JAM
2022-08-15 11:00:00,JAM
2022-08-15 12:00:00,JAM
2022-08-15 14:00:00,JAM
2022-08-15 16:00:00,JAM
2022-08-15 17:00:00,JAM
2022-08-16 05:00:00,WEATHERHAZARD
2022-08-16 06:00:00,WEATHERHAZARD
2022-08-16 08:00:00,JAM
2022-08-16 11:00:00,JAM
2022-08-16 15:00:00,JAM
2022-08-16 16:00:00,JAM
2022-08-16 17:00:00,JAM
2022-08-16 18:00:00,JAM
2022-08-16 19:00:00,JAM
2022-08-16 20:00:00,JAM
2022-08-16 21:00:00,JAM
2022-08-16 22:00:00,JAM
2022-08-17 13:00:00,JAM
2022-08-17 14:00:00,ACCIDENT
2022-08-17 15:00:00,JAM
2022-08-17 16:00:00,JAM
2022-08-17 17:00:00,JAM
2022-08-18 07:00:00,JAM
2022-08-18 13:00:00,JAM
2022-08-18 14:00:00,JAM
2022-08-18 18:00:00,JAM
2022-08-18 19:00:00,JAM
2022-08-19 16:00:00,JAM
2022-08-19 17:00:00,JAM
2022-08-19 18:00:00,JAM
2022-08-19 19:00:00,JAM
2022-08-19 20:00:00,JAM
2022-08-19 21:00:00,JAM
2022-08-20 10:00:00,JAM
2022-08-20 11:00:00,JAM
2022-08-20 12:00:00,JAM
2022-08-20 13:00:00,JAM
2022-08-20 14:00:00,JAM
2022-08-20 15:00:00,JAM
2022-08-20 15:00:00,WEATHERHAZARD
2022-08-20 17:00:00,JAM
2022-08-20 17:00:00,WEATHERHAZARD
2022-08-20 18:00:00,WEATHERHAZARD
2022-08-21 11:00:00,JAM
2022-08-21 13:00:00,JAM
2022-08-21 14:00:00,JAM
2022-08-21 15:00:00,JAM
2022-08-21 16:00:00,JAM
2022-08-21 17:00:00,JAM
2022-08-21 19:00:00,WEATHERHAZARD
2022-08-21 20:00:00,WEATHERHAZARD
2022-08-22 14:00:00,JAM
2022-08-22 15:00:00,JAM
2022-08-22 17:00:00,JAM
2022-08-22 20:00:00,JAM
2022-08-23 11:00:00,JAM
2022-08-23 16:00:00,JAM
2022-08-23 17:00:00,JAM
2022-08-24 07:00:00,JAM
2022-08-24 08:00:00,JAM
2022-08-25 06:00:00,JAM
2022-08-25 07:00:00,JAM
2022-08-25 12:00:00,JAM
2022-08-25 17:00:00,JAM
2022-08-25 18:00:00,JAM
2022-08-25 19:00:00,JAM
2022-08-25 20:00:00,JAM
2022-08-25 21:00:00,JAM
2022-08-26 08:00:00,JAM
2022-08-26 08:00:00,WEATHERHAZARD
2022-08-26 09:00:00,JAM
2022-08-26 13:00:00,JAM
2022-08-26 14:00:00,JAM
2022-08-26 15:00:00,JAM
2022-08-26 17:00:00,JAM
2022-08-26 18:00:00,JAM
2022-08-26 19:00:00,JAM
2022-08-26 20:00:00,JAM
2022-08-26 21:00:00,JAM
2022-08-27 11:00:00,JAM
2022-08-27 12:00:00,JAM
2022-08-27 13:00:00,JAM
2022-08-27 14:00:00,JAM
2022-08-27 15:00:00,JAM
2022-08-27 16:00:00,JAM
2022-08-27 17:00:00,JAM
2022-08-27 18:00:00,JAM
2022-08-27 18:00:00,WEATHERHAZARD
2022-08-27 19:00:00,JAM
2022-08-27 20:00:00,JAM
2022-08-27 21:00:00,JAM
2022-08-27 22:00:00,JAM
2022-08-28 10:00:00,JAM
2022-08-28 11:00:00,JAM
2022-08-28 12:00:00,JAM
2022-08-28 13:00:00,JAM
2022-08-28 14:00:00,JAM
2022-08-28 15:00:00,JAM
2022-08-28 17:00:00,JAM
2022-08-28 18:00:00,JAM
2022-08-28 19:00:00,JAM
2022-08-28 20:00:00,JAM
2022-08-29 07:00:00,JAM
2022-08-29 16:00:00,JAM
2022-08-29 17:00:00,JAM
2022-08-29 18:00:00,JAM
2022-08-29 21:00:00,JAM
2022-08-30 08:00:00,JAM
2022-08-30 09:00:00,JAM
2022-08-30 16:00:00,JAM
2022-08-30 17:00:00,JAM
2022-08-30 18:00:00,JAM
2022-08-30 19:00:00,JAM
2022-08-30 20:00:00,JAM
2022-08-31 16:00:00,JAM
2022-08-31 17:00:00,JAM
2022-08-31 18:00:00,JAM
2022-08-31 19:00:00,JAM
2022-08-31 20:00:00,JAM
2022-09-01 12:00:00,JAM
2022-09-01 14:00:00,JAM
2022-09-01 15:00:00,JAM
2022-09-01 17:00:00,JAM
2022-09-01 18:00:00,JAM
2022-09-01 19:00:00,ACCIDENT
2022-09-01 19:00:00,JAM
2022-09-01 20:00:00,ACCIDENT
2022-09-01 20:00:00,WEATHERHAZARD
2022-09-01 21:00:00,ACCIDENT
2022-09-01 21:00:00,WEATHERHAZARD
2022-09-02 07:00:00,JAM
2022-09-02 11:00:00,JAM
2022-09-02 15:00:00,ACCIDENT
2022-09-02 16:00:00,JAM
2022-09-02 17:00:00,JAM
2022-09-02 18:00:00,JAM
2022-09-02 19:00:00,JAM
2022-09-02 20:00:00,JAM
2022-09-02 21:00:00,JAM
2022-09-02 22:00:00,JAM
2022-09-02 22:00:00,WEATHERHAZARD
2022-09-02 23:00:00,JAM
2022-09-03 09:00:00,JAM
2022-09-03 10:00:00,JAM
2022-09-03 11:00:00,JAM
2022-09-03 12:00:00,JAM
2022-09-03 13:00:00,JAM
2022-09-03 14:00:00,JAM
2022-09-03 15:00:00,JAM
2022-09-03 16:00:00,ACCIDENT
2022-09-03 16:00:00,JAM
2022-09-03 16:00:00,WEATHERHAZARD
2022-09-03 17:00:00,JAM
2022-09-03 17:00:00,WEATHERHAZARD
2022-09-03 21:00:00,JAM
2022-09-03 22:00:00,JAM
2022-09-04 13:00:00,JAM
2022-09-04 16:00:00,JAM
2022-09-04 17:00:00,JAM
2022-09-04 18:00:00,JAM
